index,filename,title,full_year,start_year,mid_year,end_year,circa,continent,country,artstor_url,image_url,artstor_artist,first_artist,second_artist,notes,attributed_to,attributed_to_2,attributed_to_3,copy_of,in_style_of,workshop_of,circle_of
4577,0005844.jpeg,Self-Portrait,1838,,1838,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000915445;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5316/41822000915445.jpg,"Fisher, Jonathan, 1768-1847",Jonathan Fisher,,,,,,,,,
4578,0005845.jpeg,Portrait of a Young Girl,1838,,1838,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807071;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/34057_post_8b.jpg,"Mount, William Sidney (American, 1807-1868)",William Sidney Mount,,,,,,,,,
4579,0005846.jpeg,Portrait of Charles Tufts,1839,,1839,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_42262902;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13108337.jpg,"Harrington, Sylvester",Sylvester Harrington,,,,,,,,,
4580,0005849.jpeg,Portrait of Blanch Sully,1839,,1839,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/TERRA_DB_103997696;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/18117633.jpg,"Thomas Sully (American, 1783-1872)",Thomas Sully,,,,,,,,,
4581,0005850.jpeg,Portrait of a Young Man (Probably William Lauriston Cook),c. 1838-1839,1838,1838.5,1839,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AAFOLKAIG_10313142579;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/afa/d0001/afa_2005.8.10_8b_srgb.jpg,Erastus Salisbury Field (1805-1900),Erastus Salisbury Field,,,,,,,,,
4582,0005851.jpeg,Portrait of Matthew Hinzinga Messchert,1839,,1839,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103883059;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_1965-214-1.jpg,"Manuel Joachim de França, American (born Portugal), 1808 - 1865",Manuel Joachim de França,,,,,,,,,
4583,0005852.jpeg,Portrait of a Woman,late 1830s,1837,1838.5,1839,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103831833;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.as1981_271.jpg,Joseph Whiting Stock,Joseph Whiting Stock,,,,,,,,,
4584,0005853.jpeg,Self Portrait,1839,,1839,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000886406;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5362/41822000886406.jpg,"Hudson, Julien, fl.1830-1840",Julien Hudson,,,,,,,,,
4585,0005854.jpeg,Female Flying Pigeon,c.1820's,1820,1825,1829,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003044987;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5383/41822003044987.jpg,"King, Charles Bird, 1785-1862",Charles Bird King,,,,,,,,,
4586,0005855.jpeg,Nicholas Biddle,1839,,1839,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311811452;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/35373_post_8b.jpg,"Sully, Thomas (American, 1783-1872)",Thomas Sully,,,,,,,,,
4587,0005857.jpeg,"Portrait of a Woman said to be Clarissa Gallond Cook, in Front of a Cityscape",c. 1838-39,1838,1838.5,1839,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/TERRA_DB_103997685;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/terra/2000-4.jpg,"Erastus Salisbury Field (American, 1805-1900)",Erastus Salisbury Field,,,,,,,,,
4588,0005858.jpeg,Portrait of a Man,late 1830s,1837,1838.5,1839,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103831832;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.as1981_270.jpg,Joseph Whiting Stock,Joseph Whiting Stock,,,,,,,,,
4589,0005859.jpeg,Portrait of Mrs. Lewis Northrop,ca. 1835-1840,1835,1837.5,1840,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_40440194;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/21795560.jpg,Ammi Phillips,Ammi Phillips,,,,,,,,,
4590,0005860.jpeg,Portrait of a Gentleman,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809420;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1946.11.4_1a.jpg,"Unidentified, North American; American, n.d., (Artist),",Anonymous,,,,,,,,,
4591,0005861.jpeg,Portrait of a Lady,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809468;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1944.7.4_1a.jpg,"Alfred T. Agate, North American; American, 1812-1846, (Artist),",Alfred T. Agate,,,,,,,,,
4592,0005862.jpeg,Portrait of a Gentleman,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809587;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1956.6.60_1a.jpg,"Unidentified, North American; American, n.d., (Artist),",Anonymous,,,,,,,,,
4593,0005863.jpeg,Portrait of a Man,1840,,1840,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103832888;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.sc10003.jpg,Martin Johnson Heade,Martin Johnson Heade,,,,,,,,,
4594,0005864.jpeg,Portrait of a Gentleman,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809426;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1946.3.10_1a.jpg,"Henry Brintnell Bounetheau, North American; American, 1797-1877, (Artist),",Henry Brintnell Bounetheau,,,,,,,,,
4595,0005865.jpeg,"Portrait of Mrs. Joseph Moore, nee Almira Gallond",ca. 1840.,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/CARNEGIE_4580005;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/carnegie/d0458/04586005.jpg,"Field, Erastus Salisbury, 1805-1900.",Erastus Salisbury. Field,,,,,,,,,
4596,0005866.jpeg,Portrait of Ann Elizabeth Quarles,1840,,1840,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000946580;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5430/41822000946580.jpg,"Nicholson, Susan F. Q",Susan F. Q Nicholson,,,,,,,,,
4597,0005867.jpeg,Portrait of a Girl,1820-40,1820,1830,1840,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SS7731421_7731421_11584039;prevRouteTS=1568737961070,https://stor.artstor.org/stor/0748f7bf-1d58-44d1-97a6-507e3b0e3f35_size2,Herman,Herman,,,,,,,,,
4598,0005868.jpeg,(Portrait of a Boy with a Fishing Pole),ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103810705;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1973.152.2.jpg,"Unidentified, North American; American, N.D., (Artist),",Anonymous,,,,,,,,,
4599,0005869.jpeg,"Portrait of Mrs. David Witmer, Sr.",c. 1835,,1835,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103883217;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_1970-254-2.jpg,"Artist/maker unknown, American",Anonymous,,,,,,,,,
4600,0005870.jpeg,Mrs. Washington Coster (Stephanie de Pau) and Frances Stephanie Coster,c. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311809143;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/35080s_post_8b.jpg,"American School, New York (1801-1850) (American) (attributed to)",Anonymous,,American School,,,,,,,
4601,0005871.jpeg,Portrait of a Lady,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ASMITHIG_10314009541;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/smith/art/smith_college_l03_1975_2_as_8b_srgb.jpg,Unknown,Anonymous,,,,,,,,,
4602,0005872.jpeg,Portrait of a Gentleman,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809596;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1959.7.27_1a.jpg,"Unidentified, North American; American, n.d., (Artist),",Anonymous,,,,,,,,,
4603,0005873.jpeg,Portrait of Sarah Rand Carter,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809280;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1928.1.5_1a.jpg,"Sarah C. Frothingham, North American; American, 1821-1861, (Artist),",Sarah C. Frothingham,,,,,,,,,
4604,0005874.jpeg,Portrait of a Man,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ASMITHIG_10314006592;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/smith/art/smith_college_l03_1952_59_as_8b_srgb.jpg,"Bullard, Otis A., 1816 - 1853",Otis A. Bullard,,,,,,,,,
4605,0005875.jpeg,"Portrait of David Witmer, Sr.",c. 1835,,1835,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103883216;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_1970-254-1.jpg,"Artist/maker unknown, American",Anonymous,,,,,,,,,
4606,0005877.jpeg,Portrait of a Man,not dated,1791,1815.5,1840,guess,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_DALLAS_103842736;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/dallas/dma_.1987_353.jpg,"John Wesley Jarvis, American, 1781 - 1840",John Wesley Jarvis,,,,,,,,,
4607,0005878.jpeg,Portrait of John Glidden Stetson,1840,,1840,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_42017531;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/22603675.jpg,Charles Octavius Cole (1817 - 1858),Charles Octavius Cole,,,,,,,,,
4608,0005879.jpeg,Portrait of Harriet,c. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/TERRA_DB_103997200;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/terra/1992-14.jpg,"Jonathan Adams Bartlett (American, 1817-1902); Bartlett, J. A. (Jonathan Adams), 1817-1902",Jonathan Adams Bartlett,,,,,,,,,
4609,0005880.jpeg,Portrait of Hannah Robinson Tufts,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_42262904;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13108338.jpg,"Harrington, Sylvester",Sylvester Harrington,,,,,,,,,
4610,0005881.jpeg,Portrait of Coxacie Tom,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_42018327;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/22604088.jpg,Unknown Artist,Anonymous,,,,,,,,,
4611,0005882.jpeg,Portrait of a Gentleman,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809556;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1950.4.37_1a.jpg,"Unidentified, North American; American, n.d., (Artist),",Anonymous,,,,,,,,,
4612,0005883.jpeg,Portrait of Godfrey Frankenstein,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103810623;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1973.159.jpg,"John Frankenstein, North American; American, 1816/17 Germany-1881 USA, (Artist),",John Frankenstein,,,,,,,,,
4613,0005884.jpeg,Portrait of Asher B. Durand,c.1830,,1830,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000968097;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5562/41822000968097.jpg,"Waldo, Samuel, 1786-1861",Samuel Waldo,,,,,,,,,
4614,0005885.jpeg,Self Portrait: Jonathan Adams Bartlett,1841 (probably),,1841,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_33260826;prevRouteTS=1568737961070,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13332518.jpg,Jonathan Adams Bartlett,Jonathan Adams Bartlett,,,,,,,,,
4615,0005886.jpeg,Richard T. Forman,1841,,1841,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807811;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/33802_post_8b.jpg,"Durrie, George Henry (American, 1820-1863)",George Henry Durrie,,,,,,,,,
4616,0005887.jpeg,Portrait of Lieutenant William Henry Korn,1841,,1841,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AROLLINSIG_10310802950;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/rollins/d0001/rollins_1951.23.p_8b_srgb.jpg,"Thomas Sully (Horncastle, England, 1783 - 1872, Philadelphia, Pennsylvania)",Thomas Sully,,,,,,,,,
4617,0005888.jpeg,"Self Portrait (Rockefeller Center, Willaimsburg)",1841,,1841,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000892826;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5228/41822000892826.jpg,"Bartlett, Jonathan, 1817-1902",Jonathan Bartlett,,,,,,,,,
4618,0005889.jpeg,Portrait of Fidelia Marshall,ca. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103811149;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1985.54.jpg,"Charles Cromwell Ingham, North American; American, 1796 Ireland-1863 USA, (Artist),",Charles Cromwell Ingham,,,,,,,,,
4619,0005890.jpeg,Portrait of a Child in a Red Dress (Master Lunt by family repute),1842,,1842,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_42020211;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/22706567.jpg,E. E. Finch (active circa 1832-1850),E. E. Finch,,,,,,,,,
4620,0005891.jpeg,Portrait of a Gentleman,1842,,1842,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809360;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1940.9.2_1a.jpg,"Moses B. Russell, North American; American, ca. 1810-1884, (Artist),",Moses B. Russell,,,,,,,,,
4621,0005892.jpeg,Mrs. George H. Bomberger (Mary Hoffmeier),1842,,1842,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311809372;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/36999_post_8b.jpg,"Eichholtz, Jacob (American, 1776-1842)",Jacob Eichholtz,,,,,,,,,
4622,0005893.jpeg,Thomas Sully,1843,,1843,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807126;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/36154_post_8b.jpg,"Tooley, James, Jr. (American, 1816-1844)",James Tooley Jr.,,,,,,,,,
4623,0005894.jpeg,Mrs. Charles Jared Ingersoll (Mary Wilcocks),1843,,1843,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311811510;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/37954_post_8b.jpg,"Sully, Thomas (American, 1783-1872)",Thomas Sully,,,,,,,,,
4624,0005895.jpeg,Self-Portrait.,1843,,1843,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000908564;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5300/41822000908564.jpg,"Durrie, George H., 1820-1863",George H. Durrie,,,,,,,,,
4625,0005896.jpeg,Portrait of Reverend Wyllys Warner,1842-1844,1842,1843,1844,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AROLLINSIG_10310802977;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/rollins/d0001/rollins_1982.17.01.p_8b_srgb.jpg,"Attributed to George Peter Alexander Healy (Boston, Massachusetts, 1813 - 1894, Chicago, Illinois)",Unsure,,,George Peter Alexander Healy,,,,,,
4626,0005900.jpeg,Mrs. Philip Syng Physick (Elizabeth Emlen),1844,,1844,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807283;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/37085_post_8b.jpg,"Sully, Thomas (American, 1783-1872) (copy after unknown American artist)",Thomas Sully,,,,,,,,,
4627,0005902.jpeg,Mrs. James Bidwell Gilman (Jane Elizabeth Bull),1844,,1844,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807740;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/33714_post_8b.jpg,"Flagg, Jared Bradley (American, 1820-1899)",Jared Bradley Flagg,,,,,,,,,
4628,0005903.jpeg,"William Pitt, Chancellor of the Exchequer of Great Britain","1844, after original from c. 1806",,1806,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313469372;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art351760_as_8b_srgb.jpg,"George Peter Alexander Healy, after a portrait painted posthumously by Thomas Lawrence",George Peter Alexander Healy,,,,,,,,,
4629,0005905.jpeg,Girl in a Red Dress,c. 1835,,1835,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/TERRA_DB_103997277;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/terra/1992-57.jpg,"Ammi Phillips (American, 1788-1865)",Ammi Phillips,,,,,,,,,
4630,0005908.jpeg,Portrait of a Man with Boston 'Atlas',1845,,1845,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103831984;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.as1984_174.jpg,Unidentified American,Anonymous,,Unidentified American,,,,,,,
4631,0005909.jpeg,Portrait of Jasper Raymond Rand,ca. 1845.,,1845,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/CARNEGIE_3870003;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/carnegie/d0387/03876003.jpg,"Stock, Joseph Whiting, 1815-1855.",Joseph Whiting Stock,,,,,,,,,
4632,0005911.jpeg,Portrait of a Child Holding a Dog,c. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103882858;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_1950-134-533.jpg,"Artist/maker unknown, American",Anonymous,,,,,,,,,
4633,0005912.jpeg,Portrait of a Man,1845,,1845,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313966791;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_g-001568-20120605_8b_srgb.jpg,Thomas Skynner,Thomas Skynner,,,,,,,,,
4634,0005913.jpeg,Portrait of Zachary Taylor,ca. 1835-45,1835,1840,1845,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_43775269;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/18801234.jpg,"Rembrandt Peale (American 1778-1860), former attribution",Anonymous,,former attribution Rembrandt Peale,,,,,,,
4635,0005914.jpeg,Portrait of a Woman,1845,,1845,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313952682;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_g-001569-20120605_8b_srgb.jpg,Thomas Skynner,Thomas Skynner,,,,,,,,,
4636,0005915.jpeg,Portrait of a Lady,ca. 1845,,1845,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SS7731421_7731421_11727009;prevRouteTS=1568737975315,https://stor.artstor.org/stor/7b85a1b2-08f9-4a72-9aa4-4ad82f456d0d_size2,Daniel F. Ames (1803-1886),Daniel F. Ames,,,,,,,,,
4637,0005916.jpeg,Portrait of a Man,c. 1840,,1840,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ACORCORANIG_10313505568;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/acorcoran/d0001/corcoran_unidentified_1978_124_as_8b_srgb.jpg,American,Anonymous,,,,,,,,,
4638,0005918.jpeg,Self Portrait,about 1843,,1843,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103834672;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.as30_108.jpg,Chester Harding,Chester Harding,,,,,,,,,
4639,0005919.jpeg,Portrait of Girl in Rocking Chair,ca. 1845,,1845,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_33261234;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13332811.jpg,Attributed to Sturtevant J. Hamblin,Unsure,,,Sturtevant J. Hamblin,,,,,,
4640,0005920.jpeg,Self-Portrait,1845,,1845,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000954212;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5444/41822000954212.jpg,"Peale, Rembrandt, 1778-1860",Rembrandt Peale,,,,,,,,,
4641,0005921.jpeg,Portrait of a Gentleman,ca. 1845,,1845,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809485;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1963.9.8_1a.jpg,"Unidentified, North American; American, n.d., (Artist),",Anonymous,,,,,,,,,
4642,0005922.jpeg,Portrait of Jasper Raymond Rand,1845,,1845,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822001168325;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d5520/41822001168325.jpg,"Stock, Josheph W., 1815-1855",Josheph W. Stock,,,,,,,,,
4643,0005923.jpeg,Portrait of a Man,ca. 1845,,1845,,yes,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_33261232;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13332809.jpg,Attributed to Sheldon Peck,Unsure,,,Sheldon Peck,,,,,,
4644,0005925.jpeg,Daniel Webster,1846,,1846,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311811926;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/38380_post_8b.jpg,"Healy, George Peter Alexander (American, 1813-1894)",George Peter Alexander Healy,,,,,,,,,
4645,0005926.jpeg,Self-Portrait,1846,,1846,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311808677;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/36335_post_8b.jpg,"Mount, Shepard Alonzo (American, 1804-1868)",Shepard Alonzo Mount,,,,,,,,,
4646,0005927.jpeg,Portrait of a Gentleman,1846,,1846,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAAM_103809515;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/saam/saam.1962.5.1_1a.jpg,"Peregrine F. Cooper, North American; American, active 1840-1890, (Artist),",Peregrine F. Cooper,,,,,,,,,
4647,0005929.jpeg,Portrait of a Young Girl,1846,,1846,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LARRY_QUALLS_10311712000;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/larry_qualls/d0001/qualls_054035_post_as_srgb.jpg,William Sidney Mount,William Sidney Mount,,,,,,,,,
4648,0005930.jpeg,Portrait of Maria Seabury,1846,,1846,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMHOUSTONIG_10313910873;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/ahouston/d0001/mfa_houston_94696_8b_srgb.jpg,"William Sidney Mount (American, 1807-1868)",William Sidney Mount,,,,,,,,,
4649,0005932.jpeg,Shepard Alonzo Mount,1847,,1847,,,North America,United States,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807085;prevRouteTS=1568737975315,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/36336_post_8b.jpg,"Mount, William Sidney (American, 1807-1868)",William Sidney Mount,,,,,,,,,
